policy_id,month,cuml_prob
C001000774,26,0.8082064543979618
C001000789,26,0.7972520933514783
C001001003,26,0.7776944368138203
C001001125,26,0.7707978763028348
C001001153,26,0.7243197190735774
C001000002,27,0.753784923589541
C001000067,27,0.773708116035976
C001000157,27,0.793237431055557
C001000244,27,0.7823518855692378
C001000551,27,0.7390944657686155
C001000774,27,0.8033244490601373
C001000789,27,0.792128618149883
C001001003,27,0.7721507672747494
C001001125,27,0.7651094251687641
C001001153,27,0.7177030831341301
C001000002,28,0.7478491849486684
C001000067,28,0.7681758068555992
C001000157,28,0.7881147934032383
C001000244,28,0.776999183359542
C001000551,28,0.7328708574122985
C001000774,28,0.7984188098376445
C001000789,28,0.7869823497200819
C001001003,28,0.7665863905056499
C001001125,28,0.7594011808750242
C001001153,28,0.7110752279353435
C001000002,29,0.7418966743272446
C001000067,29,0.7626237940582524
C001000157,29,0.7829703061469556
C001000244,29,0.7716257386699791
C001000551,29,0.7266331169971888
C001000774,29,0.793490495637291
C001000789,29,0.7818143341893589
C001001003,29,0.7610025123047461
C001001125,29,0.7536744064509269
C001001153,29,0.7044378069602196
C001000002,30,0.7359633817200424
C001000067,30,0.7570856131597973
C001000157,30,0.7778350088395077
C001000244,30,0.7662639930584615
C001000551,30,0.7204189825744157
C001000774,30,0.7885692231524701
C001000789,30,0.7766557551444392
C001001003,30,0.7554328634407395
C001001125,30,0.747963708352709
C001001153,30,0.6978310060362614
C001000002,31,0.7303490837038986
C001000067,31,0.7518413888610005
C001000157,31,0.7729689185884637
C001000244,31,0.7611852735259015
C001000551,31,0.714542152617135
C001000774,31,0.783904302330789
C001000789,31,0.7717677934055486
C001001003,31,0.7501591363385882
C001001125,31,0.7425578006822757
C001001153,31,0.6915879143415432
C001000002,32,0.7247614221333982
C001000067,32,0.7466183495869408
C001000157,32,0.7681192068209611
C001000244,32,0.7561255454670296
C001000551,32,0.7086963271620585
C001000774,32,0.7792534886476751
C001000789,32,0.7668964686507095
C001001003,32,0.7449070005744804
C001001125,32,0.7371753635279361
C001001153,32,0.6853827061517878
C001000002,33,0.719196483141359
C001000067,33,0.7414128548561717
C001000157,33,0.7632825046682263
C001000244,33,0.7510812881045724
C001000551,33,0.7028773924330156
C001000774,33,0.7746135553110686
C001000789,33,0.7620383964734223
C001001003,33,0.7396727941778739
C001001125,33,0.7318126380293746
C001001153,33,0.6792109779634354
C001000002,34,0.7137479946643289
C001000067,34,0.7363126861632657
C001000157,34,0.7585404655645506
C001000244,34,0.7461376068011195
C001000551,34,0.6971832598012477
C001000774,34,0.7700628765271306
C001000789,34,0.7572755860668505
C001001003,34,0.7345447746497354
C001001125,34,0.726560010297958
C001001153,34,0.673176421294681
C001000002,35,0.7079497633941992
C001000067,35,0.7308811846802684
C001000157,35,0.7534868486489263
C001000244,35,0.7408711279394008
C001000551,35,0.6911269402860342
C001000774,35,0.7652114845481022
C001000789,35,0.7522000310026008
C001001003,35,0.7290839197630288
C001001125,35,0.7209678879029697
C001001153,35,0.6667632775921064
C001000002,36,0.7020530929549708
C001000067,36,0.7253532573258132
C001000157,36,0.7483397661828805
C001000244,36,0.7355094123047716
C001000551,36,0.684971341463182
C001000774,36,0.7602685421194242
C001000789,36,0.7470308159653155
C001001003,36,0.7235264451424277
C001001125,36,0.7152783466611357
C001001153,36,0.660250597547581
C001000002,37,0.6964439982149017
C001000067,37,0.7200909444166926
C001000157,37,0.7434364568905112
C001000244,37,0.730403680679848
C001000551,37,0.6791192857244376
C001000774,37,0.7555579793942124
C001000789,37,0.742106622002065
C001001003,37,0.7182363136855742
C001001125,37,0.709863939681108
C001001153,37,0.6540643379154126
C001000002,38,0.6912892085913382
C001000067,38,0.7152513994101195
C001000157,38,0.7389239998818049
C001000244,38,0.7257067112235461
C001000551,38,0.6737441061365058
C001000774,38,0.7512214071628613
C001000789,38,0.7375751183480291
C001001003,38,0.7133714529822804
C001001125,38,0.7048860405758296
C001001153,38,0.6483867482187609
C001000002,39,0.6860022506149027
C001000067,39,0.7102843074695194
C001000157,39,0.7342895302748751
C001000244,39,0.720884521029341
C001000551,39,0.6682340060724955
C001000774,39,0.746766073938321
C001000789,39,0.7329212610534823
C001001003,39,0.7083786469731487
C001001125,39,0.6997784737522713
C001001153,39,0.6425712132717931
C001000002,40,0.6809195589587126
C001000067,40,0.7055057915908292
C001000157,40,0.7298280360560028
C001000244,40,0.7162440274261896
C001000551,40,0.662939580459515
C001000774,40,0.7424755807482676
C001000789,40,0.7284412703241941
C001001003,40,0.7035756520195207
C001001125,40,0.694866284184625
C001001153,40,0.6369876943694793
C001000002,41,0.6760385124732412
C001000067,41,0.7009137537589015
C001000157,41,0.7255378812322733
C001000244,41,0.7117833431458449
C001000551,41,0.6578577894885067
C001000774,41,0.7383485102657467
C001000789,41,0.7241334852963471
C001001003,41,0.6989603310865888
C001001125,41,0.6901471544377232
C001001153,41,0.6316324931138745
C001000002,42,0.6709061144321276
C001000067,42,0.6960819448908048
C001000157,42,0.7210207681799207
C001000244,42,0.7070883796783191
C001000551,42,0.6525170647792223
C001000774,42,0.734001669881846
C001000789,42,0.7195979756265457
C001001003,42,0.6941042798129966
C001001125,42,0.6851830716579677
C001001153,42,0.626008756928348
C001000002,43,0.6658707026237938
C001000067,43,0.6913381255396808
C001000157,43,0.7165829491776723
C001000244,43,0.7024775406199141
C001000551,43,0.6472800269585223
C001000774,43,0.7297296876519672
C001000789,43,0.715142250036194
C001001003,43,0.6893369170403845
C001001125,43,0.6803108471366907
C001001153,43,0.6204985423659165
C001000002,44,0.6606056471827778
C001000067,44,0.6863744181632591
C001000157,44,0.7119362569805838
C001000244,44,0.6976515103282254
C001000551,44,0.6418070989360647
C001000774,44,0.7252550904190943
C001000789,44,0.7104769870531619
C001001003,44,0.6843488500120906
C001001125,44,0.6752143417564319
C001001153,44,0.614744759679746
C001000002,45,0.6558540253418705
C001000067,45,0.6818916228447284
C001000157,45,0.7077369564911709
C001000244,45,0.6932917544864652
C001000551,45,0.636870481808739
C001000774,45,0.721209944848796
C001000789,45,0.7062610619478388
C001001003,45,0.6798442985320164
C001001125,45,0.6706129938424372
C001001153,45,0.6095588957753121
C001000002,46,0.6507432277225825
C001000067,46,0.6770666245314423
C001000157,46,0.7032140953647075
C001000244,46,0.6885978007979581
C001000551,46,0.6315634847902454
C001000774,46,0.7168516514074049
C001000789,46,0.7017204642547956
C001001003,46,0.6749961431670324
C001001125,46,0.6656618654197256
C001001153,46,0.6039883063414374
C001000002,47,0.6459224088526564
C001000067,47,0.6725121829688152
C001000157,47,0.6989419751852519
C001000244,47,0.6841657266728928
C001000551,47,0.6265602574284965
C001000774,47,0.7127335710810949
C001000789,47,0.6974317527417819
C001001003,47,0.6704200919575231
C001001125,47,0.660989776066679
C001001153,47,0.5987407365135539
C001000002,48,0.6410724940381105
C001000067,48,0.6679270861868065
C001000157,48,0.6946382595110294
C001000244,48,0.6797025078277421
C001000551,48,0.6215294563196723
C001000774,48,0.708583645840792
C001000789,48,0.6931114830923341
C001001003,48,0.6658134859177585
C001001125,48,0.65628763167283
C001001153,48,0.5934683492081171
C001000002,49,0.6365024659382591
C001000067,49,0.6636036632251684
C001000157,49,0.690577529122614
C001000244,49,0.6754927918095651
C001000551,49,0.6167914050239375
C001000774,49,0.7046667368374239
C001000789,49,0.6890352815479196
C001001003,49,0.6614700086991655
C001001125,49,0.6518551287093851
C001001153,49,0.5885065588842251
C001000002,50,0.6319486556440072
C001000067,50,0.6592927321571914
C001000157,50,0.6865259714279642
C001000244,50,0.6712940564577086
C001000551,50,0.612072523412737
C001000774,50,0.7007574232460378
C001000789,50,0.6849684318981832
C001001003,50,0.6571393025854672
C001001125,50,0.6474366851206831
C001001153,50,0.5835685223706047
C001000002,51,0.6273873229603796
C001000067,51,0.6549718046439983
C001000157,51,0.6824624349127693
C001000244,51,0.6670843916391503
C001000551,51,0.6073482198120886
C001000774,51,0.6968352870131972
C001000789,51,0.6808897037962196
C001001003,51,0.6527987773282422
C001001125,51,0.6430092584923159
C001001153,51,0.5786285154668058
C001000002,52,0.6227603136223236
C001000067,52,0.6505856984217855
C001000157,52,0.6783349374019705
C001000244,52,0.6628099962644242
C001000551,52,0.6025583360694878
C001000774,52,0.6928501109824938
C001000789,52,0.6767469257224258
C001001003,52,0.648393007739545
C001001125,52,0.6385163477912646
C001001153,52,0.5736237438697123
C001000002,53,0.6179806656705988
C001000067,53,0.6460517409937411
C001000157,53,0.6740654629973405
C001000244,53,0.6583902033582084
C001000551,53,0.5976130422973687
C001000774,53,0.6887264613999342
C001000789,53,0.6724618053180551
C001001003,53,0.6438389693206188
C001001125,53,0.6338733724341361
C001001153,53,0.56846064385571
C001000002,54,0.6134568397759895
C001000067,54,0.6417574734661328
C001000157,54,0.6700190114290314
C001000244,54,0.6542028264074776
C001000551,54,0.5929348888243575
C001000774,54,0.6848169020340207
C001000789,54,0.6684006763119416
C001001003,54,0.6395259138018645
C001001125,54,0.6294771587212228
C001001153,54,0.5635802680955323
C001000002,55,0.6091640445992318
C001000067,55,0.6376798098801667
C001000157,55,0.6661742282923176
C001000244,55,0.6502255386922822
C001000551,55,0.5884978680213591
C001000774,55,0.6811009951968356
C001000789,55,0.6645420844454831
C001001003,55,0.6354306196600372
C001001125,55,0.6253038769335505
C001001153,55,0.5589549030761719
C001000002,56,0.6049001168128161
C001000067,56,0.6336269406742348
C001000157,56,0.6623504557421286
C001000244,56,0.6462713435697232
C001000551,56,0.5840928392520073
C001000774,56,0.6774042341368376
C001000789,56,0.6607047120071284
C001001003,56,0.6313604308832365
C001001125,56,0.6211571226429171
C001001153,56,0.5543662380577137
C001000002,57,0.6003716362023108
C001000067,57,0.6293197249492152
C001000157,57,0.6582841081473778
C001000244,57,0.6420677935939115
C001000551,57,0.5794168704154109
C001000774,57,0.6734716777410213
C001000789,57,0.6566240485629438
C001001003,57,0.6270350327913674
C001001125,57,0.6167513962916531
C001001153,57,0.5494990155943096
C001000002,58,0.5959096735125554
C001000067,58,0.6250728432542951
C001000157,58,0.6542720722094698
C001000244,58,0.6379219055966298
C001000551,58,0.5748119872951589
C001000774,58,0.6695903470860066
C001000789,58,0.6525980371645538
C001001003,58,0.6227704510400802
C001001125,58,0.6124086696906029
C001001153,58,0.5447095139867177
C001000002,59,0.591446227310539
C001000067,59,0.6208216120764034
C001000157,59,0.6502532738338902
C001000244,59,0.6337705497117668
C001000551,59,0.5702079746307945
C001000774,59,0.6657011724119356
C001000789,59,0.6485653892353573
C001001003,59,0.618501729571601
C001001125,59,0.6080627825057683
C001001153,59,0.539924642640739
C001000002,60,0.5870736534102269
C001000067,60,0.6166540604827945
C001000157,60,0.6463109837313649
C001000244,60,0.6296997124782797
C001000551,60,0.5657000413593054
C001000774,60,0.6618847640777066
C001000789,60,0.6446096594723744
C001001003,60,0.6143172547748299
C001001125,60,0.6038036961530829
C001001153,60,0.5352432598502241
C001000002,61,0.5826891616510285
C001000067,61,0.6124722721484348
C001000157,61,0.642352623513487
C001000244,61,0.6256137712193025
C001000551,61,0.5611821682127895
C001000774,61,0.658051520842085
C001000789,61,0.6406379514120747
C001001003,61,0.6101187086567749
C001001125,61,0.599531320483973
C001001153,61,0.5305551893562083
C001000002,62,0.5779809532141873
C001000067,62,0.6079784975690946
C001000157,62,0.6380960174463224
C001000244,62,0.6212216474105595
C001000551,62,0.556333366090104
C001000774,62,0.6539280204071237
C001000789,62,0.6363671567470129
C001001003,62,0.6056071770502939
C001001125,62,0.5949416166599872
C001001153,62,0.5255278014210168
C001000002,63,0.5734522177015867
C001000067,63,0.6036528330976092
C001000157,63,0.6339957608376313
C001000244,63,0.6169925030185786
C001000551,63,0.5516719903142114
C001000774,63,0.6499545612727489
C001000789,63,0.6322533953697917
C001001003,63,0.601264667175096
C001001125,63,0.5905250071284599
C001001153,63,0.5206987538274788
C001000002,64,0.5687593718231525
C001000067,64,0.5991670890338245
C001000157,64,0.6297407497183143
C001000244,64,0.6126054645261441
C001000551,64,0.5468444014684599
C001000774,64,0.6458296506701675
C001000789,64,0.6279845396638456
C001001003,64,0.5967617124396415
C001001125,64,0.5859464084061234
C001001153,64,0.5157016914769119
C001000002,65,0.5643376925888033
C001000067,65,0.5949374182580742
C001000157,65,0.6257258044803352
C001000244,65,0.6084675617922324
C001000551,65,0.5422983018850596
C001000774,65,0.6419360714770161
C001000789,65,0.6239566906430586
C001001003,65,0.5925160559552967
C001001125,65,0.581630551020667
C001001153,65,0.5109999158514651
C001000002,66,0.55990763022828
C001000067,66,0.5906966597827913
C001000157,66,0.621697549118554
C001000244,66,0.6043175327860426
C001000551,66,0.5377460699511222
C001000774,66,0.6380282145819391
C001000789,66,0.6199156455696334
C001001003,66,0.5882595078441095
C001001125,66,0.5773047216480656
C001001153,66,0.5062956331032028
C001000002,67,0.5554777509040095
C001000067,67,0.586452978664762
C001000157,67,0.6176637037443836
C001000244,67,0.6001633519339705
C001000551,67,0.5331965332724609
C001000774,67,0.6341135503113412
C001000789,67,0.6158691511846281
C001001003,67,0.584000266441928
C001001125,67,0.5729772650185468
C001001153,67,0.5015979993119485
C001000002,68,0.5510044734294665
C001000067,68,0.5821645525737852
C001000157,68,0.6135844436330874
C001000244,68,0.595964047160771
C001000551,68,0.5286049892135253
C001000774,68,0.6301533944735799
C001000789,68,0.6117772619514732
C001001003,68,0.5796963618897027
C001001125,68,0.5686055656273443
C001001153,68,0.49686093716095
C001000002,69,0.5467642401245041
C001000067,69,0.5780965731766383
C001000157,69,0.6097121790440923
C001000244,69,0.5919793697440217
C001000551,69,0.5242550459754226
C001000774,69,0.6263928615238789
C001000789,69,0.6078931610553281
C001001003,69,0.575613929782859
C001001125,69,0.5644598897198191
C001001153,69,0.492376818026383
C001000002,70,0.5426183297265859
C001000067,70,0.5741162687533052
C001000157,70,0.6059208079944153
C001000244,70,0.58807939657582
C001000551,70,0.5200041365953498
C001000774,70,0.6227096254834225
C001000789,70,0.6040903452880502
C001001003,70,0.5716197024924002
C001001125,70,0.560404793071982
C001001153,70,0.48799827784666727
C001000002,71,0.538398807388875
C001000067,71,0.5700624094696609
C001000157,71,0.6020567473317308
C001000244,71,0.58410614930077
C001000551,71,0.5156800726769236
C001000774,71,0.6189544791097819
C001000789,71,0.6002147683442213
C001001003,71,0.5675518865947673
C001001125,71,0.5562760180894674
C001001153,71,0.48354795291754427
C001000002,72,0.5339363501004024
C001000067,72,0.5657719609596092
C001000157,72,0.59796426478242
C001000244,72,0.5798996843056491
C001000551,72,0.5111096220264251
C001000774,72,0.6149759151678931
C001000789,72,0.5961102525464964
C001001003,72,0.5632469144224858
C001001125,72,0.551907674772292
C001001153,72,0.4788479867246557
C001000002,73,0.5296819783993243
C001000067,73,0.5616784947281498
C001000157,73,0.5940568639236987
C001000244,73,0.5758850580218505
C001000551,73,0.5067547683979975
C001000774,73,0.6111758946746324
C001000789,73,0.5921915209293557
C001001003,73,0.5591398302999872
C001001125,73,0.5477412348156591
C001001153,73,0.47437352343653927
C001000002,74,0.525509016058084
C001000067,74,0.5576604098559886
C001000157,74,0.5902187262765709
C001000244,74,0.5719431289104143
C001000551,74,0.502485612263037
C001000774,74,0.6074419062869248
C001000789,74,0.5883424049080166
C001001003,74,0.5551086069106738
C001001125,74,0.5436528061633373
C001001153,74,0.46999073559932186
C001000002,75,0.5213632841128967
C001000067,75,0.5536656275473641
C001000157,75,0.5864001830302019
C001000244,75,0.5680228412712687
C001000551,75,0.4982466510734525
C001000774,75,0.6037256658712842
C001000789,75,0.5845130893316915
C001001003,75,0.5511009884015693
C001001125,75,0.5395893598840764
C001001153,75,0.46564252395448447
C001000002,76,0.5169405572595067
C001000067,76,0.5494007018701487
C001000157,76,0.5823204582214546
C001000244,76,0.5638360955407734
C001000551,76,0.49372705320217314
C001000774,76,0.5997537820537217
C001000789,76,0.5804220217949534
C001001003,76,0.546822609162323
C001001125,76,0.5352525364910018
C001001153,76,0.46101040037213475
C001000002,77,0.512754038018976
C001000067,77,0.5453604524401441
C001000157,77,0.5784528143413464
C001000244,77,0.5598686093442843
C001000551,77,0.48945131618952487
C001000774,77,0.5959869713411968
C001000789,77,0.5765437846314159
C001001003,77,0.5427698554475039
C001001125,77,0.5311455291812341
C001001153,77,0.45663199873499377
C001000002,78,0.5087296466335105
C001000067,78,0.5414737955217549
C001000157,78,0.574729573326776
C001000244,78,0.5560507482919862
C001000551,78,0.48534345273644214
C001000774,78,0.5923595006974666
C001000789,78,0.5728104937635947
C001001003,78,0.538871392094665
C001001125,78,0.5271959026789889
C001001153,78,0.45242899937017794
C001000002,79,0.504507938906505
C001000067,79,0.5373935239307203
C001000157,79,0.5708180629575689
C001000244,79,0.5520414224352642
C001000551,79,0.4810366118354343
C001000774,79,0.5885472221745568
C001000789,79,0.5688885826924712
C001001003,79,0.5347789624061248
C001001125,79,0.523050853362405
C001001153,79,0.44802612424777366
C001000002,80,0.5003589210016106
C001000067,80,0.5333804354058255
C001000157,80,0.5669681412789115
C001000244,80,0.5480968254854097
C001000551,80,0.4768063708542168
C001000774,80,0.584793578053564
C001000789,80,0.5650285825498098
C001001003,80,0.5307541539872863
C001001125,80,0.5189753906965052
C001001153,80,0.44370528322249314
C001000002,81,0.4961734100627283
C001000067,81,0.5293289361148682
C001000157,81,0.5630785144596792
C001000244,81,0.5441131693747691
C001000551,81,0.47254139663795974
C001000774,81,0.58099980937058
C001000789,81,0.5611289340686626
C001001003,81,0.5266910638701829
C001001125,81,0.51486227501624
C001001153,81,0.43935273358582555
C001000002,82,0.4917076596781718
C001000067,82,0.5250026896756019
C001000157,82,0.5589219223062704
C001000244,82,0.5398579085853354
C001000551,82,0.4679936246469104
C001000774,82,0.5769440738425519
C001000789,82,0.5569618122476122
C001001003,82,0.5223527102661291
C001001125,82,0.5104717477725547
C001001153,82,0.43471578252230364
C001000002,83,0.4876481937266899
C001000067,83,0.5210668888799459
C001000157,83,0.555137573000525
C001000244,83,0.5359853679822816
C001000551,83,0.4638620932982641
C001000774,83,0.573250118038823
C001000789,83,0.5531680389755241
C001001003,83,0.5184061388101955
C001001125,83,0.5064788360533012
C001001153,83,0.4305070262995803
C001000002,84,0.4835833769343146
C001000067,84,0.517122869041661
C001000157,84,0.5513425338288358
C001000244,84,0.5321034695927928
C001000551,84,0.4597275150638735
C001000774,84,0.5695443478952347
C001000789,84,0.5493637060568122
C001001003,84,0.5144515606576082
C001001125,84,0.5024789037175832
C001001153,84,0.42629881037911277
C001000002,85,0.4798375211587487
C001000067,85,0.5134856219098014
C001000157,85,0.5478401863190119
C001000244,85,0.528522375668501
C001000551,85,0.45591951347438847
C001000774,85,0.5661231498781057
C001000789,85,0.5458529218643111
C001001003,85,0.5108047863561317
C001001125,85,0.4987912705127998
C001001153,85,0.4224262379090496
C001000002,86,0.4761158034179335
C001000067,86,0.5098692166053923
C001000157,86,0.5443555170606093
C001000244,86,0.5249607126167285
C001000551,86,0.4521380998108087
C001000774,86,0.562718036169984
C001000789,86,0.542359993020427
C001001003,86,0.5071791095930501
C001001125,86,0.4951258957546825
C001001153,86,0.4185838122567227
C001000002,87,0.47224960223747436
C001000067,87,0.5061096519024446
C001000157,87,0.5407303562189201
C001000244,87,0.5212568971455179
C001000551,87,0.44821206447871986
C001000774,87,0.5591743759866605
C001000789,87,0.5387263829065198
C001001003,87,0.5034101205358771
C001001125,87,0.49131662362214096
C001001153,87,0.4145977337259361
C001000002,88,0.46840076964907956
C001000067,88,0.502364154002991
C001000157,88,0.5371161565526531
C001000244,88,0.5175657549578049
C001000551,88,0.4443058889239263
C001000774,88,0.5556401401661457
C001000789,88,0.5351039059567172
C001001003,88,0.49965545217961815
C001001125,88,0.4875228297784724
C001001153,88,0.4106351834221855
C001000002,89,0.46476420833374604
C001000067,89,0.49882261774496
C001000157,89,0.5336963599288314
C001000244,89,0.5140745182901746
